"대분류명","중분류명","소분류명","식재료코드","식재료명","브랜드명","생산연도","규격"
"농산물","과일류","감귤","1119040","감귤","","당해년도","노지 감귤,M(90g)/1kg"
"농산물","과일류","감귤","1119041","감귤","","당해년도","노지 감귤,S(70g)/1kg"
"농산물","과일류","감귤","1119042","감귤","","당해년도","노지 감귤,S(70g)/1kg"
"농산물","과일류","감귤","1119043","감귤","","당해년도","비가림 감귤,107-123g/과(87과내외/10kg)/1kg"
"농산물","과일류","감귤","1119044","감귤","","당해년도","비가림 감귤,53~62g/과/1kg"
"농산물","과일류","감귤","1119045","감귤","","당해년도","비가림 감귤,53~62g/과/1kg"
"농산물","과일류","감귤","1119046","감귤","","당해년도","비가림 감귤,63-82g/과/1kg"
"농산물","과일류","감귤","1119047","감귤","","당해년도","비가림 감귤,83-106g/과/1kg"
"농산물","과일류","감귤","1119048","감귤","","당해년도","비가림 감귤,83-106g/과/1kg"
"농산물","과일류","감귤","1119049","감귤","","당해년도","비가림 감귤,63-82g/과/1kg"
"농산물","과일류","감귤","1119050","감귤","","당해년도","하우스감귤(100g,30내/3kg)/1kg"
"농산물","과일류","감귤","1119051","감귤","","당해년도","하우스감귤(60g,50내/3kg)/1kg"
"농산물","과일류","감귤","1119052","감귤","","당해년도","하우스감귤(70g,43내/3kg)/1kg"
"농산물","과일류","감귤","1119053","감귤","","당해년도","하우스감귤(80g,37내/3kg)/1kg"
"농산물","과일류","감귤","1119054","감귤","","당해년도","하우스감귤(90g,33내/3kg)/1kg"
"농산물","과일류","단감","1119055","단감","","당해년도","단감/40내(250g)/1kg"
"농산물","과일류","단감","1119056","단감","","당해년도","단감/50내(200-220g)/1kg"
"농산물","과일류","단감","1119057","단감","","당해년도","단감/60내(166-199g)/1kg"
"가공식품","농산물가공식품","대추가공품","1119058","대추/산림조합","","2024년","건대추(특초)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1119059","대추/산림조합","","2024년","대추채(바삭)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1119060","대추/산림조합","","2024년","대추채(촉촉)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1119061","대추/산림조합","","2024년","씨제거대추/0.1kg"
"농산물","과일류","레몬","1119062","레몬","","당해년도","레몬/수입산/0.3kg"
"농산물","과일류","레몬","1119063","레몬","","당해년도","레몬/수입산/0.3kg"
"농산물","과일류","바나나","1119064","바나나/6발","델몬트","당해년도","바나나/6발/1과 150g/수입산/1kg"
"농산물","과일류","바나나","1119065","바나나/8발","","당해년도","바나나/8발/1과 120g/수입산/1kg"
"농산물","과일류","바나나","1119066","바나나/8발","","당해년도","바나나/8발/1과 120g/수입산/1kg"
"농산물","과일류","바나나","1119067","바나나/9발","","당해년도","바나나/9발/1과 110g/수입산/1kg"
"농산물","과일류","배","1119068","배","","2023년","배/20내(750g,15-20개)/1kg"
"농산물","과일류","배","1119069","배","","당해년도","배/20내(750g,15-20과)/1.5kg"
"농산물","과일류","배","1119070","배","","2023년","배/20내(750g,15-20과)/1.5kg"
"농산물","과일류","배","1119071","배","","2023년","배/25내(600g,21-25개)/1kg"
"농산물","과일류","배","1119072","배","","당해년도","배/25내(600g,21-25과)/1.5kg"
"농산물","과일류","배","1119073","배","","2023년","배/25내(600g,21-25과)/1.5kg"
"농산물","과일류","배","1119074","배","","2023년","배/30내(26-30개)/1kg"
"농산물","과일류","배","1119075","배","","당해년도","배/30내(26-30과)/1.5kg"
"농산물","과일류","배","1119076","배","","2023년","배/30내(26-30과)/1.5kg"
"농산물","과일류","배","1119077","배","","2023년","배/40내(35-40개)/1kg"
"농산물","과일류","배","1119078","배","","당해년도","배/40내(35-40과)/1.5kg"
"농산물","과일류","배","1119079","배","","2023년","배/소스용/30내/1kg"
"농산물","과일류","배","1119080","배","","2023년","배/소스용/30내/1kg"
"농산물","과일류","사과","1119081","사과","","2023년","사과/10Kg 27~30과/1kg"
"농산물","과일류","사과","1119082","사과","","당해년도","사과/10Kg 27~30과/1kg"
"농산물","과일류","사과","1119083","사과","","2024","사과/10Kg 27~30과/1kg"
"농산물","과일류","사과","1119084","사과","","2023년","사과/10Kg 31~33과/1kg"
"농산물","과일류","사과","1119085","사과","","당해년도","사과/10Kg 31~33과/1kg"
"농산물","과일류","사과","1119086","사과","","2024","사과/10Kg 31~33과/1kg"
"농산물","과일류","사과","1119087","사과","","2023년","사과/10Kg 34~36과/1kg"
"농산물","과일류","사과","1119088","사과","","당해년도","사과/10Kg 34~36과/1kg"
"농산물","과일류","사과","1119089","사과","","2024","사과/10Kg 34~36과/1kg"
"농산물","과일류","사과","1119090","사과","","2023년","사과/10Kg 37~40과/1kg"
"농산물","과일류","사과","1119091","사과","","당해년도","사과/10Kg 37~40과/1kg"
"농산물","과일류","사과","1119092","사과","","2024","사과/10Kg 37~40과/1kg"
"농산물","과일류","사과","1119093","사과","","2023년","사과/10Kg 41~45과/1kg"
"농산물","과일류","사과","1119094","사과","","당해년도","사과/10Kg 41~45과/1kg"
"농산물","과일류","사과","1119095","사과","","2024","사과/10Kg 41~45과/1kg"
"농산물","과일류","사과","1119096","사과","","2023년","사과/10Kg 46~50과/1kg"
"농산물","과일류","사과","1119097","사과","","당해년도","사과/10Kg 46~50과/1kg"
"농산물","과일류","아보카도","1119098","아보카도","","당해년도","아보카도/수입산/1kg"
"농산물","과일류","아보카도","1119099","아보카도","","당해년도","아보카도/수입산/1kg"
"농산물","과일류","오렌지","1119100","레드향(탄금향)","","2024년","레드향(탄금향) 200g/과/1kg"
"농산물","과일류","오렌지","1119101","레드향(탄금향)","","당해년도","레드향(탄금향) 200g/과/1kg"
"농산물","과일류","오렌지","1119102","레드향(탄금향)","","2024년","레드향(탄금향) 250g/과/1kg"
"농산물","과일류","오렌지","1119103","레드향(탄금향)","","당해년도","레드향(탄금향) 250g/과/1kg"
"농산물","과일류","오렌지","1119104","레드향(탄금향)","","당해년도","레드향(탄금향) 250g/과/1kg"
"농산물","과일류","오렌지","1119105","레드향(탄금향)","","2024년","레드향(탄금향) 300g/과/1kg"
"농산물","과일류","오렌지","1119106","레드향(탄금향)","","당해년도","레드향(탄금향) 300g/과/1kg"
"농산물","과일류","오렌지","1119107","레드향(탄금향)","","당해년도","레드향(탄금향) 300g/과/1kg"
"농산물","과일류","오렌지","1119108","레드향(탄금향)","","2024년","레드향(탄금향) 350g/과/1kg"
"농산물","과일류","오렌지","1119109","레드향(탄금향)","","당해년도","레드향(탄금향) 350g/과/1kg"
"농산물","과일류","오렌지","1119110","레드향(탄금향)","","2024년","레드향(탄금향) 400g/과/1kg"
"농산물","과일류","오렌지","1119111","레드향(탄금향)","","당해년도","레드향(탄금향) 400g/과/1kg"
"농산물","과일류","오렌지","1119112","레드향(탄금향)","","당해년도","레드향(탄금향) 400g/과/1kg"
"농산물","과일류","오렌지","1119113","오렌지","","당해년도","오렌지/수입산/1과 250g/1kg/"
"농산물","과일류","오렌지","1119114","오렌지","","당해년도","오렌지/수입산/1과 200g/1kg/"
"농산물","과일류","오렌지","1119115","천혜향","","당해년도","천혜향,180g/과/1kg"
"농산물","과일류","오렌지","1119116","천혜향","","2023년","천혜향,200g/과/1kg_사용안함"
"농산물","과일류","오렌지","1119117","천혜향","","2023년","천혜향,220g/과/1kg_사용안함"
"농산물","과일류","오렌지","1119118","천혜향","","2023년","천혜향,250g/과/1kg_사용안함"
"농산물","과일류","오렌지","1119119","천혜향","","당해년도","천혜향,250g/과/1kg"
"농산물","과일류","오렌지","1119120","천혜향","","2023년","천혜향,300g/과/1kg_사용안함"
"농산물","과일류","오렌지","1119121","천혜향","","당해년도","천혜향,300g/과/1kg"
"농산물","과일류","오렌지","1119122","천혜향","","당해년도","천혜향,300g/과/1kg"
"농산물","과일류","오렌지","1119123","천혜향","","당해년도","천혜향,250g/과/1kg"
"농산물","과일류","오렌지","1119124","천혜향","","당해년도","천혜향,200g/과/1kg"
"농산물","과일류","오렌지","1119125","한라봉","","당해년도","한라봉,250g/과/1kg"
"농산물","과일류","오렌지","1119126","한라봉","","당해년도","한라봉,200g/과/1kg"
"농산물","과일류","오렌지","1119127","한라봉","","당해년도","한라봉,200g/과/1kg"
"농산물","과일류","오렌지","1119128","한라봉","","당해년도","한라봉,250g/과/1kg"
"농산물","과일류","오렌지","1119129","한라봉","","당해년도","한라봉,250g/과/1kg"
"농산물","과일류","오렌지","1119130","한라봉","","당해년도","한라봉,270g/과/1kg"
"농산물","과일류","오렌지","1119131","한라봉","","당해년도","한라봉,270g/과/1kg"
"농산물","과일류","오렌지","1119132","한라봉","","당해년도","한라봉,300g/과/1kg"
"농산물","과일류","오렌지","1119133","한라봉","","당해년도","한라봉,300g/과/1kg"
"농산물","과일류","오렌지","1119134","한라봉","","당해년도","한라봉,300g/과/1kg"
"농산물","과일류","오렌지","1119135","황금향","","2024년","황금향, 170-199g/과/1kg"
"농산물","과일류","오렌지","1119136","황금향","","2024년","황금향, 200-250g/과/1kg"
"농산물","과일류","자두","1119137","자두","","당해년도","자두/115개 내외,10kg/80~90g,과/1kg"
"농산물","과일류","자두","1119138","자두","","당해년도","자두/125개 내외,10kg/70~80g,과/1kg"
"농산물","과일류","체리","1119139","체리,11~13g","","당해년도","체리,11~13g/수입산/1kg"
"농산물","과일류","체리","1119140","체리,8~10g","","당해년도","체리,8~10g/수입산/1kg"
"농산물","과일류","키위","1119143","키위(제스프리)","","당해년도","키위/제스프리/1과100g/수입산/1kg"
"농산물","과일류","파인애플","1119146","파인애플(골드/5수)","","당해년도","파인애플(골드/5수)/수입산/2.4kg"
"농산물","과일류","파인애플","1119147","파인애플(골드/6수)","","당해년도","파인애플(골드/6수)/수입산/2kg"
"농산물","과일류","파인애플","1119148","파인애플(꼭지제거)","","당해년도","파인애플(꼭지제거)/수입산/1.5kg"
"농산물","과일류","포도(국내산)","1119149","포도(거봉)","","2024년","거봉/2kg"
"농산물","과일류","포도(국내산)","1119150","포도(머루포도)","","2023년","머루포도/3kg"
"농산물","과일류","포도(국내산)","1119151","포도(켐벨포도)","","당해년도","켐벨포도/3kg"
"농산물","과일류","포도(수입산)","1119152","적포도(크림슨)","","당해년도","적포도(크림슨)/수입산/1kg"
"농산물","과일류","포도(수입산)","1119153","청포도(톰슨)","","당해년도","청포도(톰슨)/수입산/1kg"
"농산물","과일류","포도(수입산)","1119154","포도(레드글로버)","","당해년도","포도(레드글로버)/수입산/1kg"
"농산물","과일류","포도(수입산)","1119155","포도(레드글로버)","","당해년도","적포도(레드글로버)/수입산/1kg"
"농산물","과채류","가지","1119156","가지","","당해년도","가지/생것/2개입/0.3kg"
"농산물","과채류","단호박","1119157","단호박(4등분)","","당해년도","단호박(4등분)/1kg"
"농산물","과채류","단호박","1119158","단호박(깍뚝썰기/밥용)","","당해년도","단호박(깍뚝썰기/밥용)/1kg"
"농산물","과채류","단호박","1119159","단호박(깍뚝썰기/카레용)","","당해년도","단호박(깍뚝썰기/카레용)/1kg"
"농산물","과채류","단호박","1119160","단호박(껍질없는찜용)","","당해년도","단호박(껍질없는 찜용)/1kg"
"농산물","과채류","단호박","1119161","단호박(죽용)","","당해년도","단호박(죽용)/1kg"
"농산물","과채류","단호박","1119162","단호박(채)","","당해년도","단호박(채)/1kg"
"농산물","과채류","단호박","1119163","단호박(튀김용/절단)","","당해년도","단호박(튀김용/절단)/1kg"
"농산물","과채류","단호박","1119164","단호박(피)","","당해년도","단호박(피)/1kg"
"농산물","과채류","돼지호박","1119165","돼지호박(쥬키니)","","당해년도","돼지호박(쥬키니)/0.4kg"
"농산물","과채류","애호박","1119166","애호박/인큐","","당해년도","애호박/인큐/0.3kg"
"농산물","과채류","애호박","1119167","애호박/인큐(비닐제거)","","당해년도","애호박/인큐(비닐제거)/0.3kg"
"가공식품","농산물가공식품","애호박가공품","1119168","애호박/산림조합","","2024년","애호박말랭이/0.1kg"
"농산물","과채류","오이","1119169","백오이","","당해년도","백오이/2들입/0.3kg"
"농산물","과채류","오이","1119170","청오이","","당해년도","청오이/국내산"
"농산물","과채류","오이","1119171","백오이","","당해년도","상자, 봉"
"농산물","근채류","당근","1119172","깐당근","","2024년","깐당근/1kg"
"농산물","근채류","당근","1119173","깐당근(깍둑썰기)","","2024년","깐당근(깍둑썰기)/1kg"
"농산물","근채류","당근","1119174","당근(흙)","","2024년","당근(흙)/1kg"
"농산물","근채류","당근","1119175","세척당근","","2024년","세척당근/1kg"
"농산물","근채류","무","1119176","깐무","","당해년도","깐무/1.5kg/"
"농산물","근채류","무","1119177","무(흙)","","당해년도","무(흙)/2kg/"
"농산물","근채류","무","1119178","세척무","","당해년도","세척무/2kg/"
"농산물","근채류","비트(알)","1119179","비트(알)","","2024년","비트(알)/0.4kg"
"가공식품","농산물가공식품","고사리가공품","1119180","고사리/산림조합","","2024년","건고사리/0.1kg"
"가공식품","농산물가공식품","고사리가공품","1119181","고사리/산림조합","","2024년","고사리(데친)/0.3kg"
"농산물","기타채소","도라지","1119182","채도라지","","2023년","채도라지"
"농산물","기타채소","두릅","1119183","두릅","","2024년","두릅/0.3kg"
"가공식품","농산물가공식품","무말랭이가공품","1119184","무말랭이/산림조합","","2024년","건무말랭이/0.1kg"
"가공식품","농산물가공식품","무시래기가공품","1119185","무시래기/산림조합","","2024년","건무시래기/0.1kg"
"가공식품","농산물가공식품","무시래기가공품","1119186","무시래기/산림조합","","2024년","무시래기(건데친)/0.3kg"
"농산물","기타채소","유채","1119187","유채(생것)","","2024년","유채(생것)/0.5kg"
"가공식품","농산물가공식품","건표고가공품","1119188","건표고/산림조합","","2024년","건표고 슬라이스/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1119189","건표고/산림조합","","2024년","건표고버섯(향고)/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1119190","건표고/산림조합","","2024년","건표고칩/0.1kg"
"농산물","버섯류","느타리버섯","1119191","느타리버섯","","2024년","느타리버섯/1kg"
"농산물","버섯류","만가닥버섯","1119192","만가닥버섯","","2024년","만가닥버섯/0.3kg"
"농산물","버섯류","새송이버섯","1119193","볶음새송이","","2024년","볶음새송이/1kg"
"농산물","버섯류","새송이버섯","1119194","새송이버섯","","2024년","새송이버섯/1kg"
"농산물","버섯류","애느타리버섯","1119195","애느타리버섯","","2024년","애느타리버섯/0.3kg"
"농산물","버섯류","양송이버섯","1119196","양송이버섯","","2024년","양송이버섯/0.3kg"
"농산물","버섯류","팽이버섯","1119197","팽이버섯","","2024년","팽이버섯/0.3kg"
"농산물","버섯류","표고버섯","1119198","표고버섯(생)","","2024년","표고버섯(생)/0.3kg"
"농산물","서류","감자","1119199","감자(깐것)/일반","","2024년","감자(깐것)/일반/1kg"
"농산물","서류","감자","1119200","감자(깐것)/일반/깍둑썰기","","2024년","감자(깐것)/일반/깍둑썰기/1.5x1.5cm/1kg"
"농산물","서류","감자","1119201","감자(피)/일반","","2024년","감자(피)/150~250g/약4~6개/1kg"
"농산물","서류","고구마","1119202","고구마(깐것)","","2024년","고구마(깐것)/1kg"
"농산물","서류","고구마","1119203","고구마(깐것/가는채/스틱)","","2024년","고구마(깐것/가는채/스틱)/1kg"
"농산물","서류","고구마","1119204","고구마(깐것/굵은채/스틱)","","2024년","고구마(깐것/굵은채/스틱)/1kg"
"농산물","서류","고구마","1119205","고구마(깐것/깍둑,어슷썰기,카레용)","","2024년","고구마(깐것/깍둑,어슷썰기,카레용)/1kg"
"농산물","서류","고구마","1119206","고구마(깐것/맛탕용)","","2024년","고구마(깐것/맛탕용)/1kg"
"농산물","서류","고구마","1119207","고구마(피세척)","","2024년","고구마(피세척)/1kg"
"농산물","서류","알감자","1119208","알감자(깐것/버터구이)","","2024년","알감자(깐것/버터구이)30g내외/1kg"
"농산물","서류","알감자","1119209","알감자(깐것/조림)30g내외","","2024년","알감자(깐것/조림)30g내외/1kg"
"농산물","서류","알감자","1119210","피알감자(조림/세척)","","2024년","피알감자(조림/세척)/1kg"
"농산물","서류","웨지감자","1119211","웨지감자(깐)","","2024년","웨지감자(깐)30g내외/1kg"
"농산물","서류","웨지감자","1119212","웨지감자(세척)","","2024년","웨지감자(세척)30g내외/1kg"
"농산물","서류","호박고구마","1119213","호박고구마(세척/찜용),50-70g/개","","2024년","호박고구마(세척/찜용),50-70g/1kg"
"농산물","서류","호박고구마","1119214","호박고구마(세척/찜용),80-100g/개","","2024년","호박고구마(세척/찜용),80-100g/1kg"
"농산물","양곡부류","강낭콩","1119215","강낭콩/한결","","2023년","강낭콩(말린것)/1kg/무농약"
"농산물","양곡부류","강낭콩","1119216","강낭콩/한결","","2023년","강낭콩(말린것)/1kg/일반"
"농산물","양곡부류","강낭콩","1119217","강낭콩/고산","","2023년","강낭콩(말린것)/1kg/무농약"
"농산물","양곡부류","강낭콩","1119218","강낭콩/고산","","2023년","강낭콩(말린것)/1kg/유기농"
"농산물","양곡부류","강낭콩","1119219","강낭콩/한결","","2023년","강낭콩(말린것)/0.5kg/무농약_사용안함"
"농산물","양곡부류","강낭콩","1119220","강낭콩/한결","","2023년","강낭콩(말린것)/0.5kg/일반_사용안함"
"농산물","양곡부류","강낭콩","1119221","강낭콩/한결","","2023년","조각강낭콩/1kg/일반"
"농산물","양곡부류","강낭콩","1119222","강낭콩/한결","","2023년","조각강낭콩/0.5kg/일반_사용안함"
"농산물","양곡부류","귀리","1119223","귀리/한결","","2023년","귀리/1kg/일반"
"농산물","양곡부류","귀리","1119224","귀리/옥과","","별도표기","귀리/1kg/일반"
"농산물","양곡부류","귀리","1119225","귀리/한결","","2023년","귀리/0.5kg/일반_사용안함"
"농산물","양곡부류","귀리","1119226","귀리/한결","","2023년","귀리쌀/1kg/무농약"
"농산물","양곡부류","귀리","1119227","귀리/한결","","2023년","귀리쌀/1kg/유기농"
"농산물","양곡부류","귀리","1119228","귀리/삼기","","2023년","귀리쌀/1kg/무농약"
"농산물","양곡부류","귀리","1119229","귀리/삼기","","2023년","귀리쌀/1kg/일반"
"농산물","양곡부류","귀리","1119230","귀리/옥과","","별도표기","귀리쌀/1kg/무농약"
"농산물","양곡부류","귀리","1119231","귀리/고산","","2023년","귀리쌀/1kg/무농약"
"농산물","양곡부류","귀리","1119232","귀리/한결","","2023년","귀리쌀/0.5kg/무농약_사용안함/"
"농산물","양곡부류","귀리","1119233","귀리/한결","","2023년","귀리쌀/0.5kg/무농약_사용안함"
"농산물","양곡부류","귀리","1119234","귀리/고산","","2023년","귀리쌀/1kg/유기농"
"농산물","양곡부류","기능성쌀","1119235","쌀(기능성쌀)/한결","","2023년","강황라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119236","쌀(기능성쌀)/한결","","2023년","강황카레라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119237","쌀(기능성쌀)/삼기","","2023년","강황카레라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119238","쌀(기능성쌀)/한결","","2023년","고칼슘강화기장/1kg/일반"
"농산물","양곡부류","기능성쌀","1119239","기능성쌀/한결","","2023년","고칼슘강화기장/0.5kg/일반_사용안함"
"농산물","양곡부류","기능성쌀","1119240","쌀(기능성쌀)/삼기","","2023년","고칼슘기장/1kg/일반"
"농산물","양곡부류","기능성쌀","1119241","쌀(기능성쌀)/한결","","2023년","고칼슘기장(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119242","기능성쌀/한결","","2023년","고칼슘기장(무농약원료)/0.5kg/일반_사용안함"
"농산물","양곡부류","기능성쌀","1119243","쌀(기능성쌀)/삼기","","2023년","녹차라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119244","쌀(기능성쌀)/한결","","2023년","녹차라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119245","쌀(기능성쌀)/한결","","2023년","녹차카테킨/1kg/일반"
"농산물","양곡부류","기능성쌀","1119246","쌀(기능성쌀)/한결","","2023년","밸런스라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119247","쌀(기능성쌀)/한결","","2023년","버섯카로틴라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119248","쌀(기능성쌀)/삼기","","2023년","버섯카로틴라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119249","쌀(기능성쌀)/한결","","2023년","버섯카로틴라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119250","쌀(기능성쌀)/한결","","2023년","칼슘찹쌀/1kg/일반"
"농산물","양곡부류","기능성쌀","1119251","쌀(기능성쌀)/삼기","","2023년","칼슘찹쌀/1kg/일반"
"농산물","양곡부류","기능성쌀","1119252","쌀(기능성쌀)/한결","","2023년","칼슘찹쌀(무농약 원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119253","쌀(기능성쌀)/삼기","","2023년","칼슘찹쌀(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119254","쌀(기능성쌀)/한결","","2023년","클로렐라라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119255","쌀(기능성쌀)/삼기","","2023년","클로렐라라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119256","쌀(기능성쌀)/한결","","2023년","클로렐라라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119257","쌀(기능성쌀)/한결","","2023년","클로렐라찹쌀(무농약 원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119258","쌀(기능성쌀)/한결","","2023년","토마코펜라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119259","쌀(기능성쌀)/삼기","","2023년","토마코펜라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119260","쌀(기능성쌀)/한결","","2023년","토마코펜라이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기능성쌀","1119261","쌀(기능성쌀)/한결","","2023년","홍국라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119262","쌀(기능성쌀)/삼기","","2023년","홍국라이스/1kg/일반"
"농산물","양곡부류","기능성쌀","1119263","쌀(기능성쌀)/한결","","2023년","홍국하이스(무농약원료)/1kg/일반"
"농산물","양곡부류","기장","1119264","기장/한결","","2023년","기장/1kg/무농약"
"농산물","양곡부류","기장","1119265","기장/한결","","2023년","기장/1kg/일반"
"농산물","양곡부류","기장","1119266","기장/삼기","","2023년","기장/1kg/무농약"
"농산물","양곡부류","기장","1119267","기장/옥과","","별도표기","기장/1kg/일반"
"농산물","양곡부류","기장","1119268","기장/옥과","","별도표기","기장/1kg/무농약"
"농산물","양곡부류","기장","1119269","기장/고산","","2023년","기장/1kg/무농약"
"농산물","양곡부류","기장","1119270","기장/한결","","2023년","기장/0.5kg/무농약_사용안함"
"농산물","양곡부류","기장","1119271","기장/한결","","2023년","기장/0.5kg/일반_사용안함"
"농산물","양곡부류","기장","1119272","기장/고산","","2023년","기장/1kg/유기농"
"농산물","양곡부류","녹두","1119273","녹두/한결","","2023년","녹두(깐것)/1kg/무농약"
"농산물","양곡부류","녹두","1119274","녹두/한결","","2023년","녹두(깐것)/1kg/일반"
"농산물","양곡부류","녹두","1119275","녹두/삼기","","2023년","깐녹두/1kg/무농약"
"농산물","양곡부류","녹두","1119276","녹두/옥과","","별도표기","녹두(깐것)/1kg/일반"
"농산물","양곡부류","녹두","1119277","녹두/옥과","","별도표기","녹두(깐것)/1kg/무농약"
"농산물","양곡부류","녹두","1119278","녹두/고산","","2023년","녹두(깐것)/1kg/무농약"
"농산물","양곡부류","녹두","1119279","녹두/한결","","2023년","녹두(깐것)/0.5kg/무농약_사용안함"
"농산물","양곡부류","녹두","1119280","녹두/한결","","2023년","녹두(깐것)/0.5kg/일반_사용안함"
"농산물","양곡부류","녹두","1119281","녹두/고산","","2023년","녹두(깐것)/1kg/유기농"
"농산물","양곡부류","녹미","1119282","녹미/고산","","2023년","녹미/1kg/무농약"
"농산물","양곡부류","녹미","1119283","녹미/고산","","2023년","녹미/1kg/유기농"
"농산물","양곡부류","백미","1119284","백미/한결","","2023년","일반미(무농약)/10kg"
"농산물","양곡부류","백미","1119285","백미/삼기","","2023년","일반미(무농약)/10kg/"
"농산물","양곡부류","백미","1119286","백미/옥과","","별도표기","일반미(무농약)/10kg/"
"농산물","양곡부류","백미","1119287","백미/고산","","2023년","일반미(유기농)/10kg/유기농"
"농산물","양곡부류","백미","1119288","백미/고산","","2023년","일반미(무농약)/10kg/무농약/"
"농산물","양곡부류","백미","1119289","백미/영광","","2023년","일반미(신동진)/10kg/일반/"
"농산물","양곡부류","백미","1119290","백미/한결","","2023년","일반미(신동진)/10kg/일반"
"농산물","양곡부류","백미","1119291","백미/옥과","","별도표기","일반미(강대찬)/10kg/일반"
"농산물","양곡부류","백미","1119292","백미/영광","","2023년","일반미/10kg/유기농/"
"농산물","양곡부류","백미","1119293","백미/인수","인수영농조합법인","2023년산","일반미(유기농)/10kg/"
"농산물","양곡부류","백미","1119294","칠분도미/인수","인수영농조합법인","2024년산","칠분도미(유기농)/10kg"
"농산물","양곡부류","서리태","1119359","서리태/고산","","2023년","서리태/1kg/유기농"
"농산물","양곡부류","백미","1119295","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제4"
"농산물","양곡부류","백미","1119296","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제5"
"농산물","양곡부류","백미","1119297","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제6"
"농산물","양곡부류","백미","1119298","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제7"
"농산물","양곡부류","백미","1119299","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제8"
"농산물","양곡부류","백미","1119300","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제9"
"농산물","양곡부류","백미","1119301","백미/인수","인수영농조합법인","당해년도","일반미(새청무)/10kg/일반"
"농산물","양곡부류","백미","1119302","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제10"
"농산물","양곡부류","백미","1119303","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제2"
"농산물","양곡부류","백미","1119304","백미/인수","인수영농조합법인","당해년도","일반미(유기농)/10kg_삭제3"
"농산물","양곡부류","백미","1119305","백미/한결","","2023년","일반미(유기농)/10kg"
"농산물","양곡부류","백미","1119306","백미/삼기","","2023년","일반미(유기농)/10kg"
"농산물","양곡부류","백미","1119307","백미/옥과","","별도표기","일반미(유기농)/10kg"
"농산물","양곡부류","백미","1119308","백미/한결","","2023년","일반미(혼합)/10kg/일반"
"농산물","양곡부류","백미","1119309","백미/옥과","","별도표기","일반미(혼합)/10kg/일반"
"농산물","양곡부류","백미","1119310","칠분도미/한결","","2023년","칠분도미(무농약)/10kg"
"농산물","양곡부류","백미","1119311","칠분도미/옥과","","별도표기","칠분도미/10kg/무농약"
"농산물","양곡부류","백미","1119312","백미/고산","","2023년","칠분도미(무농약)/10kg/"
"농산물","양곡부류","백미","1119313","칠분도미/고산","","2023년","칠분도미(무농약)/10kg/무농약"
"농산물","양곡부류","백미","1119314","백미/영광","","2023년","칠분도미/10kg/유기농/"
"농산물","양곡부류","백미","1119315","백미/한결","","2023년","칠분도미(유기농)/10kg/"
"농산물","양곡부류","백미","1119316","칠분도미/옥과","","별도표기","칠분도미(유기농)/10kg"
"농산물","양곡부류","백태","1119317","백태/한결","","2023년","백태/1kg/무농약"
"농산물","양곡부류","백태","1119318","백태/한결","","2023년","백태/1kg/일반"
"농산물","양곡부류","백태","1119319","백태/옥과","","별도표기","백태/1kg/일반"
"농산물","양곡부류","백태","1119320","백태/옥과","","별도표기","백태/1kg/무농약"
"농산물","양곡부류","백태","1119321","백태/고산","","2023년","백태/1kg/무농약"
"농산물","양곡부류","백태","1119322","백태/한결","","2023년","백태/0.5kg/무농약_사용안함"
