index,ingredient_a,ingredient_b,substitution_direction,similarity_score,substitution_reason,feature_similarity,category_similarity,category_match_level,calculation_details
16588,훈제연어,능성어,훈제연어→능성어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16589,문치가자미,훈제연어,문치가자미→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16590,훈제연어,문치가자미,훈제연어→문치가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16591,술봉가자미,훈제연어,술봉가자미→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16592,훈제연어,술봉가자미,훈제연어→술봉가자미,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16593,술봉가자미,고등어,술봉가자미→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16594,고등어,술봉가자미,고등어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16595,술봉가자미,노가리,술봉가자미→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16596,노가리,술봉가자미,노가리→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16597,술봉가자미,박대,술봉가자미→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16598,박대,술봉가자미,박대→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16599,술봉가자미,방어,술봉가자미→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16600,방어,술봉가자미,방어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16601,술봉가자미,빙어,술봉가자미→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16602,빙어,술봉가자미,빙어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16603,술봉가자미,송어,술봉가자미→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16604,송어,술봉가자미,송어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16605,술봉가자미,쏘가리,술봉가자미→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16606,쏘가리,술봉가자미,쏘가리→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16607,술봉가자미,청어,술봉가자미→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16608,청어,술봉가자미,청어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16609,술봉가자미,홍어,술봉가자미→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16610,홍어,술봉가자미,홍어→술봉가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16611,술봉가자미,참치,술봉가자미→참치,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16612,참치,술봉가자미,참치→술봉가자미,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16613,매퉁이,훈제연어,매퉁이→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16614,훈제연어,매퉁이,훈제연어→매퉁이,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16615,매퉁이,고등어,매퉁이→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16616,고등어,매퉁이,고등어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16617,매퉁이,노가리,매퉁이→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16618,노가리,매퉁이,노가리→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16619,매퉁이,농어,매퉁이→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16620,농어,매퉁이,농어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16621,매퉁이,다금바리,매퉁이→다금바리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16622,다금바리,매퉁이,다금바리→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16623,매퉁이,박대,매퉁이→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16624,박대,매퉁이,박대→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16625,매퉁이,방어,매퉁이→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16626,방어,매퉁이,방어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16627,매퉁이,빙어,매퉁이→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16628,빙어,매퉁이,빙어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16629,매퉁이,송어,매퉁이→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16630,송어,매퉁이,송어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16631,매퉁이,쏘가리,매퉁이→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16632,쏘가리,매퉁이,쏘가리→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16633,매퉁이,청어,매퉁이→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16634,청어,매퉁이,청어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16635,매퉁이,홍어,매퉁이→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16636,홍어,매퉁이,홍어→매퉁이,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16637,매퉁이,참치,매퉁이→참치,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16638,참치,매퉁이,참치→매퉁이,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16639,참조기,훈제연어,참조기→훈제연어,0.67,향 유사,0.16,1.0,세세분류,Feature유사도: 0.16 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16640,훈제연어,참조기,훈제연어→참조기,0.67,향 유사,0.16,1.0,세세분류,Feature유사도: 0.16 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16641,참조기,말쥐치,참조기→말쥐치,0.67,"향 유사, 식감 유사",0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 수산물, 흰살생선 | 분류일치: 세분류: 생선류"
16642,말쥐치,참조기,말쥐치→참조기,0.67,"향 유사, 식감 유사",0.56,0.75,세분류,"Feature유사도: 0.56 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 수산물, 흰살생선 | 분류일치: 세분류: 생선류"
16643,개볼락,훈제연어,개볼락→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16644,훈제연어,개볼락,훈제연어→개볼락,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16645,개볼락,고등어,개볼락→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16646,고등어,개볼락,고등어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16647,개볼락,농어,개볼락→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16648,농어,개볼락,농어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16649,개볼락,박대,개볼락→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16650,박대,개볼락,박대→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16651,개볼락,방어,개볼락→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16652,방어,개볼락,방어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16653,개볼락,빙어,개볼락→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16654,빙어,개볼락,빙어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16655,개볼락,송어,개볼락→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16656,송어,개볼락,송어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16657,개볼락,청어,개볼락→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16658,청어,개볼락,청어→개볼락,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16659,개볼락,참치,개볼락→참치,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16660,참치,개볼락,참치→개볼락,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16661,민태,훈제연어,민태→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16662,훈제연어,민태,훈제연어→민태,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16663,민태,고등어,민태→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16664,고등어,민태,고등어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16665,민태,노가리,민태→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16666,노가리,민태,노가리→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16667,민태,농어,민태→농어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16668,농어,민태,농어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16669,민태,다금바리,민태→다금바리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16670,다금바리,민태,다금바리→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16671,민태,박대,민태→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16672,박대,민태,박대→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16673,민태,방어,민태→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16674,방어,민태,방어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16675,민태,빙어,민태→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16676,빙어,민태,빙어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16677,민태,송어,민태→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16678,송어,민태,송어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16679,민태,쏘가리,민태→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16680,쏘가리,민태,쏘가리→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16681,민태,청어,민태→청어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16682,청어,민태,청어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16683,민태,홍어,민태→홍어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16684,홍어,민태,홍어→민태,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16685,민태,참치,민태→참치,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16686,참치,민태,참치→민태,0.67,"향 유사, 식감 유사",0.55,0.75,세분류,"Feature유사도: 0.55 | 분류유사도: 0.75 (세분류) | 최종점수: 0.67 | 공통특성: 감칠맛, 담백함, 생선류 | 분류일치: 세분류: 생선류"
16687,참가자미,훈제연어,참가자미→훈제연어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16688,훈제연어,참가자미,훈제연어→참가자미,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16689,네동가리,훈제연어,네동가리→훈제연어,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16690,훈제연어,네동가리,훈제연어→네동가리,0.67,향 유사,0.18,1.0,세세분류,Feature유사도: 0.18 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16691,네동가리,고등어,네동가리→고등어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16692,고등어,네동가리,고등어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16693,네동가리,노가리,네동가리→노가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16694,노가리,네동가리,노가리→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16695,네동가리,박대,네동가리→박대,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16696,박대,네동가리,박대→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16697,네동가리,방어,네동가리→방어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16698,방어,네동가리,방어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16699,네동가리,빙어,네동가리→빙어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16700,빙어,네동가리,빙어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16701,네동가리,송어,네동가리→송어,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16702,송어,네동가리,송어→네동가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
16703,네동가리,쏘가리,네동가리→쏘가리,0.67,향 유사,0.17,1.0,세세분류,Feature유사도: 0.17 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.67 | 공통특성: 감칠맛 | 분류일치: 세세분류: 생선류
