keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부
닭개장,요리이름,요리명,요리명,,,,,,
닭갈비,요리이름,요리명,요리명,,,,,,
달고나커피,요리이름,요리명,요리명,,,,,,
달고나라떼,요리이름,요리명,요리명,,,,,,
달고나,요리이름,요리명,요리명,,,,,,
달걀찜,요리이름,요리명,요리명,,,,,,
달걀조림,요리이름,요리명,요리명,,,,,,
달걀쌈장,요리이름,요리명,요리명,,,,,,
달걀볶음밥,요리이름,요리명,요리명,,,,,,
달걀볶음,요리이름,요리명,요리명,,,,,,
달걀밥,요리이름,요리명,요리명,,,,,,
달걀만두,요리이름,요리명,요리명,,,,,,
단무지무침,요리이름,요리명,요리명,,,,,,
다이어트김밥,요리이름,요리명,요리명,,,,,,
능이버섯백숙,요리이름,요리명,요리명,,,,,,
느타리버섯전,요리이름,요리명,요리명,,,,,,
느타리버섯볶음,요리이름,요리명,요리명,,,,,,
누룽지,요리이름,요리명,요리명,,,,,,
뇨끼,요리이름,요리명,요리명,,,,,,
녹두전,요리이름,요리명,요리명,,,,,,
녹두빈대떡,요리이름,요리명,요리명,,,,,,
노오븐케이크,요리이름,요리명,요리명,,,,,,
노각무침,요리이름,요리명,요리명,,,,,,
네모김밥,요리이름,요리명,요리명,,,,,,
냉채,요리이름,요리명,요리명,,,,,,
냉우동,요리이름,요리명,요리명,,,,,,
냉모밀,요리이름,요리명,요리명,,,,,,
냉라면,요리이름,요리명,요리명,,,,,,
냉국수,요리이름,요리명,요리명,,,,,,
냉국,요리이름,요리명,요리명,,,,,,
납작만두,요리이름,요리명,요리명,,,,,,
나폴리탄,요리이름,요리명,요리명,,,,,,
나물비빔밥,요리이름,요리명,요리명,,,,,,
나물반찬,요리이름,요리명,요리명,,,,,,
나물무침,요리이름,요리명,요리명,,,,,,
꽈배기,요리이름,요리명,요리명,,,,,,
꽈리고추찜,요리이름,요리명,요리명,,,,,,
꽃빵,요리이름,요리명,요리명,,,,,,
꼬치어묵탕,요리이름,요리명,요리명,,,,,,
꼬막무침,요리이름,요리명,요리명,,,,,,
깻잎찜,요리이름,요리명,요리명,,,,,,
깻잎전,요리이름,요리명,요리명,,,,,,
깻잎장아찌,요리이름,요리명,요리명,,,,,,
깜빠뉴,요리이름,요리명,요리명,,,,,,
깍두기,요리이름,요리명,요리명,,,,,,
김칫국,요리이름,요리명,요리명,,,,,,
김치찜,요리이름,요리명,요리명,,,,,,
김치우동,요리이름,요리명,요리명,,,,,,
김치비빔국수,요리이름,요리명,요리명,,,,,,
김치부침개,요리이름,요리명,요리명,,,,,,
김치볶음밥김밥,요리이름,요리명,요리명,,,,,,
김치볶음,요리이름,요리명,요리명,,,,,,
김치밥,요리이름,요리명,요리명,,,,,,
김치말이국수,요리이름,요리명,요리명,,,,,,
김치만두,요리이름,요리명,요리명,,,,,,
김치김밥,요리이름,요리명,요리명,,,,,,
김치국,요리이름,요리명,요리명,,,,,,
김무침,요리이름,요리명,요리명,,,,,,
길거리토스트,요리이름,요리명,요리명,,,,,,
길거리음식,요리이름,요리명,요리명,,,,,,
기절김밥,요리이름,요리명,요리명,,,,,,
그릴드치즈토스트,요리이름,요리명,요리명,,,,,,
그린스무디,요리이름,요리명,요리명,,,,,,
그라탱,요리이름,요리명,요리명,,,,,,
그라탕,요리이름,요리명,요리명,,,,,,
궁중떡볶이,요리이름,요리명,요리명,,,,,,
굴짬뽕,요리이름,요리명,요리명,,,,,,
굴전,요리이름,요리명,요리명,,,,,,
군고구마,요리이름,요리명,요리명,,,,,,
국밥,요리이름,요리명,요리명,,,,,,
국물떡볶이,요리이름,요리명,요리명,,,,,,
구황작물빵,요리이름,요리명,요리명,,,,,,
구운채소카레,요리이름,요리명,요리명,,,,,,
과카몰리,요리이름,요리명,요리명,,,,,,
공심채볶음,요리이름,요리명,요리명,,,,,,
공갈빵,요리이름,요리명,요리명,,,,,,
곱창전골,요리이름,요리명,요리명,,,,,,
곰국,요리이름,요리명,요리명,,,,,,
곤약밥,요리이름,요리명,요리명,,,,,,
고추참치덮밥,요리이름,요리명,요리명,,,,,,
고추찜,요리이름,요리명,요리명,,,,,,
고추장무침,요리이름,요리명,요리명,,,,,,
고추잡채,요리이름,요리명,요리명,,,,,,
고사리나물,요리이름,요리명,요리명,,,,,,
고등어무조림,요리이름,요리명,요리명,,,,,,
고등어감자조림,요리이름,요리명,요리명,,,,,,
고들빼기김치,요리이름,요리명,요리명,,,,,,
고기반찬,요리이름,요리명,요리명,,,,,,
고구마피자,요리이름,요리명,요리명,,,,,,
고구마스틱,요리이름,요리명,요리명,,,,,,
고구마빵,요리이름,요리명,요리명,,,,,,
고구마무스,요리이름,요리명,요리명,,,,,,
계란폭탄김밥,요리이름,요리명,요리명,,,,,,
계란토스트,요리이름,요리명,요리명,,,,,,
계란탕,요리이름,요리명,요리명,,,,,,
계란카츠,요리이름,요리명,요리명,,,,,,
계란초밥,요리이름,요리명,요리명,,,,,,
계란찜전자레인지,요리이름,요리명,요리명,,,,,,
계란전,요리이름,요리명,요리명,,,,,,
계란장조림,요리이름,요리명,요리명,,,,,,
계란장,요리이름,요리명,요리명,,,,,,
계란샌드위치,요리이름,요리명,요리명,,,,,,
계란빵,요리이름,요리명,요리명,,,,,,
계란볶음밥,요리이름,요리명,요리명,,,,,,
계란밥,요리이름,요리명,요리명,,,,,,
계란몽둥이김밥,요리이름,요리명,요리명,,,,,,
계란말이김밥,요리이름,요리명,요리명,,,,,,
계란말이,요리이름,요리명,요리명,,,,,,
계란만두,요리이름,요리명,요리명,,,,,,
계란두부,요리이름,요리명,요리명,,,,,,
계란김밥,요리이름,요리명,요리명,,,,,,
계란국,요리이름,요리명,요리명,,,,,,
견과류쿠키,요리이름,요리명,요리명,,,,,,
건강주스,요리이름,요리명,요리명,,,,,,
건강음식,요리이름,요리명,요리명,,,,,,
개떡,요리이름,요리명,요리명,,,,,,
강정,요리이름,요리명,요리명,,,,,,
감자호떡,요리이름,요리명,요리명,,,,,,
감자피자,요리이름,요리명,요리명,,,,,,
감자털털이,요리이름,요리명,요리명,,,,,,
감자찌개,요리이름,요리명,요리명,,,,,,
감자조림레시피,요리이름,요리명,요리명,,,,,,
감자전,요리이름,요리명,요리명,,,,,,
감자스프,요리이름,요리명,요리명,,,,,,
감자샐러드,요리이름,요리명,요리명,,,,,,
감자빵,요리이름,요리명,요리명,,,,,,
감자범벅,요리이름,요리명,요리명,,,,,,
감자버터오븐구이,요리이름,요리명,요리명,,,,,,
감자링,요리이름,요리명,요리명,,,,,,
감자국,요리이름,요리명,요리명,,,,,,
감자고로케,요리이름,요리명,요리명,,,,,,
감자계란샐러드,요리이름,요리명,요리명,,,,,,
감자계란샌드위치,요리이름,요리명,요리명,,,,,,
감자 튀김,요리이름,요리명,요리명,,,,,,
갈치조림,요리이름,요리명,요리명,,,,,,
갈릭치즈토스트,요리이름,요리명,요리명,,,,,,
갈릭치즈,요리이름,요리명,요리명,,,,,,
간장조림,요리이름,요리명,요리명,,,,,,
간장제육,요리이름,요리명,요리명,,,,,,
간장비빔국수,요리이름,요리명,요리명,,,,,,
간장마늘쫑장아찌,요리이름,요리명,요리명,,,,,,
간장떡볶이,요리이름,요리명,요리명,,,,,,
간장게장,요리이름,요리명,요리명,,,,,,
간장감자조림,요리이름,요리명,요리명,,,,,,
간식만들기,요리이름,요리명,요리명,,,,,,
간단반찬,요리이름,요리명,요리명,,,,,,
가지찜,요리이름,요리명,요리명,,,,,,
가지조림,요리이름,요리명,요리명,,,,,,
가지절임,요리이름,요리명,요리명,,,,,,
가지볶음,요리이름,요리명,요리명,,,,,,
가지밥,요리이름,요리명,요리명,,,,,,
가지반찬,요리이름,요리명,요리명,,,,,,
가지무침,요리이름,요리명,요리명,,,,,,
가지덮밥,요리이름,요리명,요리명,,,,,,
가지나물무침,요리이름,요리명,요리명,,,,,,
가지나물,요리이름,요리명,요리명,,,,,,
가지고추장구이,요리이름,요리명,요리명,,,,,,
ABC쥬스,요리이름,요리명,요리명,,,,,,
얼갈이김치,요리이름,요리명,요리명,,,,,,
피클,요리이름,요리명,요리명,,,,,,
절임무,요리이름,요리명,요리명,,,,,,
마늘장아찌,요리이름,요리명,요리명,,,,,,
미트소스 스파게티,요리이름,요리명,요리명,,,,,,
포도푸딩,요리이름,요리명,요리명,,,,,,
유부 초밥,요리이름,요리명,요리명,,,,,,
총각 김치,요리이름,요리명,요리명,,,,,,
치즈오믈렛,요리이름,요리명,요리명,,,,,,
고등어구이,요리이름,요리명,요리명,,,,,,
달걀말이,요리이름,요리명,요리명,,,,,,
연근 조림,요리이름,요리명,요리명,,,,,,
연잎밥,요리이름,요리명,요리명,,,,,,
잔멸치볶음,요리이름,요리명,요리명,,,,,,
과일잼설기,요리이름,요리명,요리명,,,,,,
소고기동그랑땡,요리이름,요리명,요리명,,,,,,
초코도넛,요리이름,요리명,요리명,,,,,,
크림 크로켓,요리이름,요리명,요리명,,,,,,
만주,요리이름,요리명,요리명,,,,,,
갈비산적,요리이름,요리명,요리명,,,,,,
소프트 아이스크림,요리이름,요리명,요리명,,,,,,
두부동그랑땡,요리이름,요리명,요리명,,,,,,
쑥바람떡,요리이름,요리명,요리명,,,,,,
감자옹심이,요리이름,요리명,요리명,,,,,,
생크림와플,요리이름,요리명,요리명,,,,,,
감자 크로켓,요리이름,요리명,요리명,,,,,,
갈비만두,요리이름,요리명,요리명,,,,,,
김치 만두,요리이름,요리명,요리명,,,,,,
무쌈,요리이름,요리명,요리명,,,,,,
수수부꾸미,요리이름,요리명,요리명,,,,,,
쌀엿강정,요리이름,요리명,요리명,,,,,,
옥수수 스프,요리이름,요리명,요리명,,,,,,
치즈버거,요리이름,요리명,요리명,,,,,,
크림치즈프레즐,요리이름,요리명,요리명,,,,,,
티라미수케이크,요리이름,요리명,요리명,,,,,,
단팥빵,요리이름,요리명,요리명,,,,,,
해물볶음밥,요리이름,요리명,요리명,,,,,,
하이라이스,요리이름,요리명,요리명,,,,,,
바비큐폭립,요리이름,요리명,요리명,,,,,,
소고기 스프,요리이름,요리명,요리명,,,,,,
크림 스프,요리이름,요리명,요리명,,,,,,
스펀지 케이크,요리이름,요리명,요리명,,,,,,
눈꽃치킨,요리이름,요리명,요리명,,,,,,
두부가스,요리이름,요리명,요리명,,,,,,
스크램블에그,요리이름,요리명,요리명,,,,,,
고구마샐러드,요리이름,요리명,요리명,,,,,,
닭다리튀김,요리이름,요리명,요리명,,,,,,
녹두전/반죽,요리이름,요리명,요리명,,,,,,
블루베리치즈케이크,요리이름,요리명,요리명,,,,,,
오징어튀김,요리이름,요리명,요리명,,,,,,
감자수프,요리이름,요리명,요리명,,,,,,
고구마맛탕,요리이름,요리명,요리명,,,,,,
옥수수 샐러드,요리이름,요리명,요리명,,,,,,
단호박샐러드,요리이름,요리명,요리명,,,,,,
데친것,요리이름,요리명,요리명,,,,,,
디저트용,요리이름,요리명,요리명,,,,,,
새우 볶음밥,요리이름,요리명,요리명,,,,,,
멸치 볶음,요리이름,요리명,요리명,,,,,,
무말랭이 무침,요리이름,요리명,요리명,,,,,,
코울슬로,요리이름,요리명,요리명,,,,,,
고구마튀김,요리이름,요리명,요리명,,,,,,
새우딤섬,요리이름,요리명,요리명,,,,,,
쇠고기샌드위치,요리이름,요리명,요리명,,,,,,
쇠고기장조림,요리이름,요리명,요리명,,,,,,
수란,요리이름,요리명,요리명,,,,,,
수수떡,요리이름,요리명,요리명,,,,,,
양파 장아찌,요리이름,요리명,요리명,,,,,,
열무 물김치,요리이름,요리명,요리명,,,,,,
우리밀미트스파게티,요리이름,요리명,요리명,,,,,,
우리밀자장면,요리이름,요리명,요리명,,,,,,
포크커틀릿,요리이름,요리명,요리명,,,,,,
프루트샐러드,요리이름,요리명,요리명,,,,,,
약식,요리이름,요리명,요리명,,,,,,
인절미,요리이름,요리명,요리명,,,,,,
카스텔라경단,요리이름,요리명,요리명,,,,,,
양송이 스프,요리이름,요리명,요리명,,,,,,
스크램블드에그,요리이름,요리명,요리명,,,,,,
초코타르트,요리이름,요리명,요리명,,,,,,
핫도그빵,요리이름,요리명,요리명,,,,,,
햄치즈샌드위치,요리이름,요리명,요리명,,,,,,
감자뇨끼,요리이름,요리명,요리명,,,,,,
쌀찐빵,요리이름,요리명,요리명,,,,,,
피칸파이,요리이름,요리명,요리명,,,,,,
커피마카롱,요리이름,요리명,요리명,,,,,,
코울슬로우,요리이름,요리명,요리명,,,,,,
과일케이크,요리이름,요리명,요리명,,,,,,
바비큐치킨,요리이름,요리명,요리명,,,,,,
베이컨감자피자,요리이름,요리명,요리명,,,,,,
붕어빵,요리이름,요리명,요리명,,,,,,
비빔라면,요리이름,요리명,요리명,,,,,,
어두부전,요리이름,요리명,요리명,,,,,,
죽,요리이름,요리명,요리명,,,,,,
찹쌀호떡,요리이름,요리명,요리명,,,,,,
채소튀김,요리이름,요리명,요리명,,,,,,
피자군만두,요리이름,요리명,요리명,,,,,,
깨송편,요리이름,요리명,요리명,,,,,,
감자말이새우튀김,요리이름,요리명,요리명,,,,,,
콤비네이션피자,요리이름,요리명,요리명,,,,,,
으깬감자,요리이름,요리명,요리명,,,,,,
치즈피자,요리이름,요리명,요리명,,,,,,
치킨가스,요리이름,요리명,요리명,,,,,,
치킨피자,요리이름,요리명,요리명,,,,,,
탕수육/칼슘강화,요리이름,요리명,요리명,,,,,,
유채 물김치,요리이름,요리명,요리명,,,,,,
녹두 빈대떡,요리이름,요리명,요리명,,,,,,
오이소박이,요리이름,요리명,요리명,,,,,,
돈저냐,요리이름,요리명,요리명,,,,,,
새우가스,요리이름,요리명,요리명,,,,,,
무말랭이무침,요리이름,요리명,요리명,,,,,,
치즈핫도그,요리이름,요리명,요리명,,,,,,
치킨텐더,요리이름,요리명,요리명,,,,,,
돼지고기장조림,요리이름,요리명,요리명,,,,,,
오리불고기,요리이름,요리명,요리명,,,,,,
콤비네이션 피자,요리이름,요리명,요리명,,,,,,
대구살튀김,요리이름,요리명,요리명,,,,,,
돼지고기동그랑땡,요리이름,요리명,요리명,,,,,,
두부스테이크,요리이름,요리명,요리명,,,,,,
맛있게튀겨진유부초밥,요리이름,요리명,요리명,,,,,,
연어스테이크,요리이름,요리명,요리명,,,,,,
고기 만두,요리이름,요리명,요리명,,,,,,
생선가스,요리이름,요리명,요리명,,,,,,
오리스테이크,요리이름,요리명,요리명,,,,,,
새우튀김,요리이름,요리명,요리명,,,,,,
감자치즈크로켓,요리이름,요리명,요리명,,,,,,
감자크로켓,요리이름,요리명,요리명,,,,,,
해물전,요리이름,요리명,요리명,,,,,,
대구 튀김,요리이름,요리명,요리명,,,,,,
오징어채 볶음,요리이름,요리명,요리명,,,,,,
새우만두,요리이름,요리명,요리명,,,,,,
매쉬드포테이토,요리이름,요리명,요리명,,,,,,
고추잡채김말이,요리이름,요리명,요리명,,,,,,
페퍼로니피자,요리이름,요리명,요리명,,,,,,
채소고기말이,요리이름,요리명,요리명,,,,,,
햄버그스테이크,요리이름,요리명,요리명,,,,,,
동그랑땡,요리이름,요리명,요리명,,,,,,
불고기 피자,요리이름,요리명,요리명,,,,,,
새우 볶음,요리이름,요리명,요리명,,,,,,
피자오믈렛,요리이름,요리명,요리명,,,,,,
멸치풋고추볶음,요리이름,요리명,요리명,,,,,,
한우고기곰탕,요리이름,요리명,요리명,,,,,,
김치메밀전병,요리이름,요리명,요리명,,,,,,
참치김치삼각김밥,요리이름,요리명,요리명,,,,,,
잡채만두,요리이름,요리명,요리명,,,,,,
새우탕수육,요리이름,요리명,요리명,,,,,,
오징어가스,요리이름,요리명,요리명,,,,,,
치즈돈가스,요리이름,요리명,요리명,,,,,,
고구마햄버그스테이크,요리이름,요리명,요리명,,,,,,
치즈너겟,요리이름,요리명,요리명,,,,,,
찹쌀수제비,요리이름,요리명,요리명,,,,,,
닭고기완자,요리이름,요리명,요리명,,,,,,
고기말이,요리이름,요리명,요리명,,,,,,
고기만두,요리이름,요리명,요리명,,,,,,
닭고기볶음밥,요리이름,요리명,요리명,,,,,,
양배추 샐러드,요리이름,요리명,요리명,,,,,,
꼬치고기,요리이름,요리명,요리명,,,,,,
왕만두,요리이름,요리명,요리명,,,,,,
새우완자,요리이름,요리명,요리명,,,,,,
쌀수제비,요리이름,요리명,요리명,,,,,,
잣죽,요리이름,요리명,요리명,,,,,,
명이나물,요리이름,요리명,요리명,,,,,,
미나리전,요리이름,요리명,요리명,,,,,,
두릅전,요리이름,요리명,요리명,,,,,,
명이나물장아찌,요리이름,요리명,요리명,,,,,,
오이롤초밥,요리이름,요리명,요리명,,,,,,
시금치무침,요리이름,요리명,요리명,,,,,,
멸치국수,요리이름,요리명,요리명,,,,,,
통오이소박이,요리이름,요리명,요리명,,,,,,
수제딸기청,요리이름,요리명,요리명,,,,,,
나시고랭,요리이름,요리명,요리명,,,,,,
달래무침,요리이름,요리명,요리명,,,,,,
몬테크리스토,요리이름,요리명,요리명,,,,,,
꿔바로우,요리이름,요리명,요리명,,,,,,
짜장밥,요리이름,요리명,요리명,,,,,,
들깨무국,요리이름,요리명,요리명,,,,,,
마리네이드,요리이름,요리명,요리명,,,,,,
전복내장죽,요리이름,요리명,요리명,,,,,,
진간장,요리이름,요리명,요리명,,,,,,
맛소금,요리이름,요리명,요리명,,,,,,
꽃소금,요리이름,요리명,요리명,,,,,,
신김치,요리이름,요리명,요리명,,,,,,
간마늘,요리이름,요리명,요리명,,,,,,
오이김치,요리이름,요리명,요리명,,,,,,
햇양파,요리이름,요리명,요리명,,,,,,
키토김밥,요리이름,요리명,요리명,,,,,,
소금1,요리이름,요리명,요리명,,,,,,
김치양념,요리이름,요리명,요리명,,,,,,
냉동새우,요리이름,요리명,요리명,,,,,,
청고추,요리이름,요리명,요리명,,,,,,
돼지갈비구이,요리이름,요리명,요리명,,,,,,
구운김,요리이름,요리명,요리명,,,,,,
다진양파,요리이름,요리명,요리명,,,,,,
멥쌀가루,요리이름,요리명,요리명,,,,,,
그라나파다노치즈,요리이름,요리명,요리명,,,,,,
다진대파,요리이름,요리명,요리명,,,,,,
간장소스,요리이름,요리명,요리명,,,,,,
닭,요리이름,요리명,요리명,,,,,,
멸치다시마,요리이름,요리명,요리명,,,,,,
새우젓갈,요리이름,요리명,요리명,,,,,,
김치통,요리이름,요리명,요리명,,,,,,
당근김치,요리이름,요리명,요리명,,,,,,
계란후라이,요리이름,요리명,요리명,,,,,,
파마산치즈가루,요리이름,요리명,요리명,,,,,,
고운소금,요리이름,요리명,요리명,,,,,,
절임배추,요리이름,요리명,요리명,,,,,,
쌀뜬물,요리이름,요리명,요리명,,,,,,
홍고추,요리이름,요리명,요리명,,,,,,
닭곰탕,요리이름,요리명,요리명,,,,,,
두릅튀김,요리이름,요리명,요리명,,,,,,
파김치양념,요리이름,요리명,요리명,,,,,,
양배추절임,요리이름,요리명,요리명,,,,,,
집된장,요리이름,요리명,요리명,,,,,,
묵은지계란김밥,요리이름,요리명,요리명,,,,,,
두부샐러드,요리이름,요리명,요리명,,,,,,
감자채전,요리이름,요리명,요리명,,,,,,
쑥된장국,요리이름,요리명,요리명,,,,,,
소고기국거리,요리이름,요리명,요리명,,,,,,
체다슬라이스치즈,요리이름,요리명,요리명,,,,,,
초간장,요리이름,요리명,요리명,,,,,,
슬라이스체다치즈,요리이름,요리명,요리명,,,,,,
돼지껍질,요리이름,요리명,요리명,,,,,,
다시마육수,요리이름,요리명,요리명,,,,,,
연어필렛,요리이름,요리명,요리명,,,,,,
장아찌간장,요리이름,요리명,요리명,,,,,,
오징어볶음양념,요리이름,요리명,요리명,,,,,,
감자채볶음,요리이름,요리명,요리명,,,,,,
간장닭도리탕,요리이름,요리명,요리명,,,,,,
김장양념,요리이름,요리명,요리명,,,,,,
칵테일새우,요리이름,요리명,요리명,,,,,,
집간장,요리이름,요리명,요리명,,,,,,
생닭,요리이름,요리명,요리명,,,,,,
소고기불고기감,요리이름,요리명,요리명,,,,,,
훈제오리찜,요리이름,요리명,요리명,,,,,,
마른김,요리이름,요리명,요리명,,,,,,
두부계란찜,요리이름,요리명,요리명,,,,,,
가지튀김,요리이름,요리명,요리명,,,,,,
콩,요리이름,요리명,요리명,,,,,,
생연어,요리이름,요리명,요리명,,,,,,
돼지등갈비,요리이름,요리명,요리명,,,,,,
계란덮밥,요리이름,요리명,요리명,,,,,,
어묵오징어무침,요리이름,요리명,요리명,,,,,,
홍게간장,요리이름,요리명,요리명,,,,,,
강된장찌개,요리이름,요리명,요리명,,,,,,
냉이된장찌개,요리이름,요리명,요리명,,,,,,
소금간,요리이름,요리명,요리명,,,,,,
낙지볶음,요리이름,요리명,요리명,,,,,,
콩비지찌개,요리이름,요리명,요리명,,,,,,
두부김치,요리이름,요리명,요리명,,,,,,
충무김밥,요리이름,요리명,요리명,,,,,,
장아찌,요리이름,요리명,요리명,,,,,,
감자탕,요리이름,요리명,요리명,,,,,,
겉절이,요리이름,요리명,요리명,,,,,,
쑥국,요리이름,요리명,요리명,,,,,,
꼬치구이,요리이름,요리명,요리명,,,,,,
라볶이,요리이름,요리명,요리명,,,,,,
카나페,요리이름,요리명,요리명,,,,,,
오이 샌드위치,요리이름,요리명,요리명,,,,,,
야키토리,요리이름,요리명,요리명,,,,,,
홍어회,요리이름,요리명,요리명,,,,,,
두릅나물,요리이름,요리명,요리명,,,,,,
맥주빵,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,기타빵,"단맛, 발효된 맛",,,
난,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,기타빵,"탄수화물, 향신료, 중동풍",,-,ㅇ
또띠아,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,범용빵,담백함,"또띠야, 또르띠아, 또르띠야, 토르티야, 토르띠야",,
통밀또띠아,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,범용빵,"탄수화물, 식이섬유, 건강지향",,또띠야,ㅇ
피타브레드,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,범용빵,"담백함, 간편식",,,
페스츄리,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,소형빵,"담백함, 버터풍미",,,
크루아상,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,소형빵,"담백함, 버터풍미",,,
햄버거빵,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,절단형빵,"부드러움, 단맛, 포만감",,-,ㅇ
바게트,재료,베이킹·제면·디저트용,완제품/준완제품,빵류,절단형빵,"담백함, 식감추가",,,
영양쿠키믹스,재료,베이킹·제면·디저트용,조리보조 기능성 재료,믹스가루,쿠키믹스,단맛,,,
옥수수빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,기타빵,"고소, 옥수수향",,빵,
쌀빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,기타빵,"쌀베이스, 담백",,빵,
통밀빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,기타빵,"고소, 식이섬유",,빵,
포카치아,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,기타빵,"허브향, 올리브오일",,빵,
호밀빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,기타빵,"진한 풍미, 건강빵",,,ㅇ
빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,범용빵,"기본빵, 포괄적",,,ㅇ
롤빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,소형빵,둥글고 부드러움,,빵,
우유빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,소형빵,"달콤, 부드러움",,빵,
모닝빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,소형빵,"샌드형, 부드러움",,빵,
샐러드빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,소형빵,속채움용,,빵,
버터롤빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,소형빵,"버터향, 부드러움",,빵,
식빵시트,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,식빵류,"사각형, 얇음",,,
샌드위치빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,식빵류,얇고 부드러움,,,
통밀식빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,식빵류,"통밀, 고소",,빵,
식빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,식빵류,"사각형, 기본빵",,빵,
쌀식빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,식빵류,글루텐프리,,빵,
프레첼,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,절단형빵,"쫀득, 겉단단",,빵,
바게트빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,절단형빵,길고 단단,바게트,빵,
피타빵,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,절단형빵,"속 비움, 샌드용",,빵,
치아바타,재료,베이킹·제면·디저트용 재료,완제품/준완제품,빵류,절단형빵,넓고 쫄깃,,빵,
땅콩가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,견과가루,"고소함, 토핑용",,,
코코넛가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,견과가루,"달콤, 향미",,,
아몬드가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,견과가루,부드럽고 고소,,,
보릿가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡류가루,"담백, 고소",,,ㅇ
메밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡류가루,"구수, 담백",,,
오트밀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡류가루,"섬유질, 담백",,,
찹쌀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡류가루,"찐득, 쫀득",,,
쌀가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡류가루,"담백, 글루텐프리",,,
미숫가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,곡물믹스가루,"고소함, 곡류베이스",,,
옥수수수염 가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,기능성가루,"이뇨, 건강용",,,
아마씨 가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,기능성가루,"식이섬유, 고소",,아마씨,ㅇ
날콩가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,원물가루,"콩향, 단단",,,
표고버섯가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,원물가루,"풍미가루, 감칠맛",,,
녹두가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,원물가루,"고소, 담백",녹두전/가루,,ㅇ
코코아파우더,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,향미가루,"초콜릿향, 쌉쌀",코코아 파우더,,
말차가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,향미가루,"녹차향, 씁쓸",,,
캐롭 가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,향미가루,초콜릿 대체,,,ㅇ
카카오 가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,가루류,향미가루,"쌉쌀, 진한향",,카카오,ㅇ
우리밀부침가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,부침믹스,"국산밀, 바삭",,,ㅇ
감자부침가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,부침믹스,"감자베이스, 바삭",,,ㅇ
부침가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,부침믹스,"밀베이스, 바삭",,,
치킨튀김가루,재료,베이킹·제면·디저트용 재료,조리보조 기능성 재료,믹스가루,튀김믹스,"바삭, 고소",,,
