keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부
팟타이,요리이름,요리명,요리명,,,,,,
팝콘치킨,요리이름,요리명,요리명,,,,,,
파채무침,요리이름,요리명,요리명,,,,,,
파이,요리이름,요리명,요리명,,,,,,
파래무침,요리이름,요리명,요리명,,,,,,
파김치,요리이름,요리명,요리명,,,,,,
튀김,요리이름,요리명,요리명,,,,,,
투움바,요리이름,요리명,요리명,,,,,,
통삼겹바베큐,요리이름,요리명,요리명,,,,,,
통마늘장아찌,요리이름,요리명,요리명,,,,,,
토마토스프,요리이름,요리명,요리명,,,,,,
토마토스파게티,요리이름,요리명,요리명,,,,,,
토마토스튜,요리이름,요리명,요리명,,,,,,
토마토샐러드,요리이름,요리명,요리명,,,,,,
토마토라면,요리이름,요리명,요리명,,,,,,
토마토당근주스,요리이름,요리명,요리명,,,,,,
토마토계란볶음,요리이름,요리명,요리명,,,,,,
토란국,요리이름,요리명,요리명,,,,,,
토달볶,요리이름,요리명,요리명,,,,,,
텐동,요리이름,요리명,요리명,,,,,,
탕후루,요리이름,요리명,요리명,,,,,,
탄탄라면,요리이름,요리명,요리명,,,,,,
타코야끼,요리이름,요리명,요리명,,,,,,
타코,요리이름,요리명,요리명,,,,,,
타르트,요리이름,요리명,요리명,,,,,,
클램차우더,요리이름,요리명,요리명,,,,,,
크림파스타,요리이름,요리명,요리명,,,,,,
크림브륄레,요리이름,요리명,요리명,,,,,,
크로켓,요리이름,요리명,요리명,,,,,,
크래미전,요리이름,요리명,요리명,,,,,,
크래미오이무침,요리이름,요리명,요리명,,,,,,
퀘사디아,요리이름,요리명,요리명,,,,,,
쿠키슈,요리이름,요리명,요리명,,,,,,
콩튀김,요리이름,요리명,요리명,,,,,,
콩불,요리이름,요리명,요리명,,,,,,
콩나물해장국,요리이름,요리명,요리명,,,,,,
콩나물불고기,요리이름,요리명,요리명,,,,,,
콩나물밥,요리이름,요리명,요리명,,,,,,
콩나물국밥,요리이름,요리명,요리명,,,,,,
콩국수,요리이름,요리명,요리명,,,,,,
콜드브루,요리이름,요리명,요리명,,,,,,
콘치즈,요리이름,요리명,요리명,,,,,,
케익,요리이름,요리명,요리명,,,,,,
케이크,요리이름,요리명,요리명,,,,,,
컵케이크,요리이름,요리명,요리명,,,,,,
컬러푸드를,요리이름,요리명,요리명,,,,,,
커리를,요리이름,요리명,요리명,,,,,,
커리,요리이름,요리명,요리명,,,,,,
카스테라의,요리이름,요리명,요리명,,,,,,
카스테라가,요리이름,요리명,요리명,,,,,,
카스테라,요리이름,요리명,요리명,,,,,,
치킨퀘사디아,요리이름,요리명,요리명,,,,,,
치킨레시피,요리이름,요리명,요리명,,,,,,
치킨,요리이름,요리명,요리명,,,,,,
치즈토스트,요리이름,요리명,요리명,,,,,,
치즈케이크는,요리이름,요리명,요리명,,,,,,
치즈양배추전,요리이름,요리명,요리명,,,,,,
치즈빵,요리이름,요리명,요리명,,,,,,
치즈볼,요리이름,요리명,요리명,,,,,,
치즈까스,요리이름,요리명,요리명,,,,,,
치즈김밥,요리이름,요리명,요리명,,,,,,
치즈감자호떡,요리이름,요리명,요리명,,,,,,
치즈감자빵,요리이름,요리명,요리명,,,,,,
치즈 토스트,요리이름,요리명,요리명,,,,,,
치자단무지,요리이름,요리명,요리명,,,,,,
츄러스,요리이름,요리명,요리명,,,,,,
춘권,요리이름,요리명,요리명,,,,,,
추로스,요리이름,요리명,요리명,,,,,,
총각김치,요리이름,요리명,요리명,,,,,,
초무침,요리이름,요리명,요리명,,,,,,
초계라면,요리이름,요리명,요리명,,,,,,
초계국수,요리이름,요리명,요리명,,,,,,
청경채볶음,요리이름,요리명,요리명,,,,,,
채식만두,요리이름,요리명,요리명,,,,,,
채소찜,요리이름,요리명,요리명,,,,,,
채소전,요리이름,요리명,요리명,,,,,,
찹쌀떡,요리이름,요리명,요리명,,,,,,
참치전,요리이름,요리명,요리명,,,,,,
참치오이비빔밥,요리이름,요리명,요리명,,,,,,
참치쌈밥,요리이름,요리명,요리명,,,,,,
참치볶음밥,요리이름,요리명,요리명,,,,,,
참치무침,요리이름,요리명,요리명,,,,,,
참치마요주먹밥,요리이름,요리명,요리명,,,,,,
참치마요덮밥,요리이름,요리명,요리명,,,,,,
참치김치찌개,요리이름,요리명,요리명,,,,,,
참치김치볶음,요리이름,요리명,요리명,,,,,,
참치간장계란밥,요리이름,요리명,요리명,,,,,,
참외샐러드,요리이름,요리명,요리명,,,,,,
참나물무침,요리이름,요리명,요리명,,,,,,
찰떡,요리이름,요리명,요리명,,,,,,
차우더,요리이름,요리명,요리명,,,,,,
차돌박이냉이솥밥,요리이름,요리명,요리명,,,,,,
차돌된장찌개,요리이름,요리명,요리명,,,,,,
찐빵,요리이름,요리명,요리명,,,,,,
찐감자,요리이름,요리명,요리명,,,,,,
짬뽕,요리이름,요리명,요리명,,,,,,
짠지,요리이름,요리명,요리명,,,,,,
짜파구리,요리이름,요리명,요리명,,,,,,
짜장라면,요리이름,요리명,요리명,,,,,,
짜글이찌개,요리이름,요리명,요리명,,,,,,
진미채무침,요리이름,요리명,요리명,,,,,,
지중해식샐러드,요리이름,요리명,요리명,,,,,,
지단,요리이름,요리명,요리명,,,,,,
조개탕,요리이름,요리명,요리명,,,,,,
접어먹는김밥,요리이름,요리명,요리명,,,,,,
전복솥밥,요리이름,요리명,요리명,,,,,,
전복밥,요리이름,요리명,요리명,,,,,,
저염식,요리이름,요리명,요리명,,,,,,
저염김치,요리이름,요리명,요리명,,,,,,
저당밥,요리이름,요리명,요리명,,,,,,
장조림비빔밥,요리이름,요리명,요리명,,,,,,
장어구이,요리이름,요리명,요리명,,,,,,
잡채밥,요리이름,요리명,요리명,,,,,,
자반,요리이름,요리명,요리명,,,,,,
이삭토스트,요리이름,요리명,요리명,,,,,,
육회,요리이름,요리명,요리명,,,,,,
유부초밥,요리이름,요리명,요리명,,,,,,
유부김밥,요리이름,요리명,요리명,,,,,,
웨지감자,요리이름,요리명,요리명,,,,,,
우유떡,요리이름,요리명,요리명,,,,,,
우동,요리이름,요리명,요리명,,,,,,
완자,요리이름,요리명,요리명,,,,,,
와플,요리이름,요리명,요리명,,,,,,
옥수수전,요리이름,요리명,요리명,,,,,,
오트밀쿠키,요리이름,요리명,요리명,,,,,,
오트밀죽,요리이름,요리명,요리명,,,,,,
오코노미야키,요리이름,요리명,요리명,,,,,,
오코노미야끼,요리이름,요리명,요리명,,,,,,
오징어채볶음,요리이름,요리명,요리명,,,,,,
오징어짬뽕,요리이름,요리명,요리명,,,,,,
오일파스타,요리이름,요리명,요리명,,,,,,
오이참치비빔밥,요리이름,요리명,요리명,,,,,,
오이참치김밥,요리이름,요리명,요리명,,,,,,
오이절임,요리이름,요리명,요리명,,,,,,
오이샐러드,요리이름,요리명,요리명,,,,,,
오이샌드위치,요리이름,요리명,요리명,,,,,,
오이사과샐러드,요리이름,요리명,요리명,,,,,,
오이비빔밥,요리이름,요리명,요리명,,,,,,
오이물김치,요리이름,요리명,요리명,,,,,,
오이롤,요리이름,요리명,요리명,,,,,,
오이냉국,요리이름,요리명,요리명,,,,,,
오이나물,요리이름,요리명,요리명,,,,,,
오이김밥,요리이름,요리명,요리명,,,,,,
오삼불고기,요리이름,요리명,요리명,,,,,,
오뎅탕,요리이름,요리명,요리명,,,,,,
영양밥,요리이름,요리명,요리명,,,,,,
열무얼갈이김치,요리이름,요리명,요리명,,,,,,
열무비빔밥,요리이름,요리명,요리명,,,,,,
열무비빔국수,요리이름,요리명,요리명,,,,,,
열무김치말이국수,요리이름,요리명,요리명,,,,,,
열무김치,요리이름,요리명,요리명,,,,,,
열무국수,요리이름,요리명,요리명,,,,,,
연어포케,요리이름,요리명,요리명,,,,,,
연어초밥,요리이름,요리명,요리명,,,,,,
연어장,요리이름,요리명,요리명,,,,,,
연어월남쌈,요리이름,요리명,요리명,,,,,,
연어김밥,요리이름,요리명,요리명,,,,,,
에그푸딩,요리이름,요리명,요리명,,,,,,
에그타르트,요리이름,요리명,요리명,,,,,,
에그인헬,요리이름,요리명,요리명,,,,,,
에그마요,요리이름,요리명,요리명,,,,,,
어향가지,요리이름,요리명,요리명,,,,,,
어묵탕,요리이름,요리명,요리명,,,,,,
어묵전,요리이름,요리명,요리명,,,,,,
어묵잡채,요리이름,요리명,요리명,,,,,,
어묵볶음,요리이름,요리명,요리명,,,,,,
양파전,요리이름,요리명,요리명,,,,,,
양파스프,요리이름,요리명,요리명,,,,,,
양파수프,요리이름,요리명,요리명,,,,,,
양파볶음,요리이름,요리명,요리명,,,,,,
양파게티,요리이름,요리명,요리명,,,,,,
양파 수프,요리이름,요리명,요리명,,,,,,
양장피,요리이름,요리명,요리명,,,,,,
양송이스프,요리이름,요리명,요리명,,,,,,
양배추피자,요리이름,요리명,요리명,,,,,,
양배추토스트,요리이름,요리명,요리명,,,,,,
양배추전,요리이름,요리명,요리명,,,,,,
양배추쌈,요리이름,요리명,요리명,,,,,,
양배추샐러드,요리이름,요리명,요리명,,,,,,
양배추사과주스,요리이름,요리명,요리명,,,,,,
양배추비빔밥,요리이름,요리명,요리명,,,,,,
양배추볶음,요리이름,요리명,요리명,,,,,,
양배추물김치,요리이름,요리명,요리명,,,,,,
양배추무침,요리이름,요리명,요리명,,,,,,
양배추말이,요리이름,요리명,요리명,,,,,,
양배추만두,요리이름,요리명,요리명,,,,,,
양배추롤,요리이름,요리명,요리명,,,,,,
양배추라페,요리이름,요리명,요리명,,,,,,
양배추덮밥,요리이름,요리명,요리명,,,,,,
양배추나물,요리이름,요리명,요리명,,,,,,
양배추김밥,요리이름,요리명,요리명,,,,,,
양념치킨,요리이름,요리명,요리명,,,,,,
양념돼지갈비,요리이름,요리명,요리명,,,,,,
양념게장,요리이름,요리명,요리명,,,,,,
양념LA갈비,요리이름,요리명,요리명,,,,,,
양갱,요리이름,요리명,요리명,,,,,,
야채전,요리이름,요리명,요리명,,,,,,
야채빵,요리이름,요리명,요리명,,,,,,
야채볶음밥,요리이름,요리명,요리명,,,,,,
야채롤,요리이름,요리명,요리명,,,,,,
야끼소바,요리이름,요리명,요리명,,,,,,
애호박채전,요리이름,요리명,요리명,,,,,,
애호박찌개,요리이름,요리명,요리명,,,,,,
애호박전,요리이름,요리명,요리명,,,,,,
애호박볶음,요리이름,요리명,요리명,,,,,,
애호박무침,요리이름,요리명,요리명,,,,,,
애호박냉국수,요리이름,요리명,요리명,,,,,,
알리오올리오,요리이름,요리명,요리명,,,,,,
알리오,요리이름,요리명,요리명,,,,,,
알감자조림,요리이름,요리명,요리명,,,,,,
아이스크림,요리이름,요리명,요리명,,,,,,
아이스커피,요리이름,요리명,요리명,,,,,,
아욱된장국,요리이름,요리명,요리명,,,,,,
아사이볼,요리이름,요리명,요리명,,,,,,
아구찜,요리이름,요리명,요리명,,,,,,
쑥개떡,요리이름,요리명,요리명,,,,,,
쌈밥,요리이름,요리명,요리명,,,,,,
시금치된장국,요리이름,요리명,요리명,,,,,,
스프,요리이름,요리명,요리명,,,,,,
스팸무스비,요리이름,요리명,요리명,,,,,,
스팸마요덮밥,요리이름,요리명,요리명,,,,,,
스팸덮밥,요리이름,요리명,요리명,,,,,,
스팸깻잎전,요리이름,요리명,요리명,,,,,,
스팸김밥,요리이름,요리명,요리명,,,,,,
스팸감자조림,요리이름,요리명,요리명,,,,,,
스파게티,요리이름,요리명,요리명,,,,,,
스테이크,요리이름,요리명,요리명,,,,,,
스키야키,요리이름,요리명,요리명,,,,,,
스크램블 에그,요리이름,요리명,요리명,,,,,,
스콘,요리이름,요리명,요리명,,,,,,
스지사태수육,요리이름,요리명,요리명,,,,,,
스무디,요리이름,요리명,요리명,,,,,,
슈크림,요리이름,요리명,요리명,,,,,,
술빵,요리이름,요리명,요리명,,,,,,
순살뼈해장국,요리이름,요리명,요리명,,,,,,
순살게장,요리이름,요리명,요리명,,,,,,
순두부그라탕,요리이름,요리명,요리명,,,,,,
순대쫄면볶음,요리이름,요리명,요리명,,,,,,
순대볶음,요리이름,요리명,요리명,,,,,,
숙주볶음,요리이름,요리명,요리명,,,,,,
수플레오믈렛,요리이름,요리명,요리명,,,,,,
수플레,요리이름,요리명,요리명,,,,,,
수프,요리이름,요리명,요리명,,,,,,
수제비,요리이름,요리명,요리명,,,,,,
수육무침,요리이름,요리명,요리명,,,,,,
수박주스,요리이름,요리명,요리명,,,,,,
소시지케첩볶음,요리이름,요리명,요리명,,,,,,
소시지맛탕,요리이름,요리명,요리명,,,,,,
소세지야채볶음,요리이름,요리명,요리명,,,,,,
소바,요리이름,요리명,요리명,,,,,,
소금빵,요리이름,요리명,요리명,,,,,,
소고기장조림,요리이름,요리명,요리명,,,,,,
소고기볶음,요리이름,요리명,요리명,,,,,,
소고기무국,요리이름,요리명,요리명,,,,,,
소고기또띠아피자,요리이름,요리명,요리명,,,,,,
소고기된장찌개,요리이름,요리명,요리명,,,,,,
섞박지,요리이름,요리명,요리명,,,,,,
샹그리아,요리이름,요리명,요리명,,,,,,
샥슈카,요리이름,요리명,요리명,,,,,,
샤베트,요리이름,요리명,요리명,,,,,,
생채,요리이름,요리명,요리명,,,,,,
생선조림,요리이름,요리명,요리명,,,,,,
생선무조림,요리이름,요리명,요리명,,,,,,
생강레몬차,요리이름,요리명,요리명,,,,,,
샐러드김밥,요리이름,요리명,요리명,,,,,,
샌드쿠키,요리이름,요리명,요리명,,,,,,
샌드위치,요리이름,요리명,요리명,,,,,,
새우찌개,요리이름,요리명,요리명,,,,,,
새우전,요리이름,요리명,요리명,,,,,,
새우볼,요리이름,요리명,요리명,,,,,,
상투과자,요리이름,요리명,요리명,,,,,,
상추주스,요리이름,요리명,요리명,,,,,,
상추쌈밥,요리이름,요리명,요리명,,,,,,
상추비빔밥,요리이름,요리명,요리명,,,,,,
삼겹살볶음,요리이름,요리명,요리명,,,,,,
삼겹살김치말이찜,요리이름,요리명,요리명,,,,,,
삶은달걀,요리이름,요리명,요리명,,,,,,
산적김밥,요리이름,요리명,요리명,,,,,,
사천짜장,요리이름,요리명,요리명,,,,,,
사리곰탕,요리이름,요리명,요리명,,,,,,
사라다,요리이름,요리명,요리명,,,,,,
사과주스,요리이름,요리명,요리명,,,,,,
사과조림,요리이름,요리명,요리명,,,,,,
사과전,요리이름,요리명,요리명,,,,,,
빠에야,요리이름,요리명,요리명,,,,,,
빠스,요리이름,요리명,요리명,,,,,,
빙수,요리이름,요리명,요리명,,,,,,
비트주스,요리이름,요리명,요리명,,,,,,
비빔냉면,요리이름,요리명,요리명,,,,,,
비빔감자,요리이름,요리명,요리명,,,,,,
비건김치,요리이름,요리명,요리명,,,,,,
브리또,요리이름,요리명,요리명,,,,,,
브런치,요리이름,요리명,요리명,,,,,,
브라우니,요리이름,요리명,요리명,,,,,,
부침두부,요리이름,요리명,요리명,,,,,,
부추완자전,요리이름,요리명,요리명,,,,,,
부추오이무침,요리이름,요리명,요리명,,,,,,
부추비빔밥,요리이름,요리명,요리명,,,,,,
부추무침,요리이름,요리명,요리명,,,,,,
부시맨브레드,요리이름,요리명,요리명,,,,,,
부리토,요리이름,요리명,요리명,,,,,,
부리또,요리이름,요리명,요리명,,,,,,
봉골레,요리이름,요리명,요리명,,,,,,
볶음우동,요리이름,요리명,요리명,,,,,,
볶음쌀국수,요리이름,요리명,요리명,,,,,,
볶음라면,요리이름,요리명,요리명,,,,,,
볶은김치,요리이름,요리명,요리명,,,,,,
보양식,요리이름,요리명,요리명,,,,,,
베이글,요리이름,요리명,요리명,,,,,,
버터장조림,요리이름,요리명,요리명,,,,,,
버터 쿠키,요리이름,요리명,요리명,,,,,,
버터 치킨,요리이름,요리명,요리명,,,,,,
버거,요리이름,요리명,요리명,,,,,,
백설기,요리이름,요리명,요리명,,,,,,
백김치,요리이름,요리명,요리명,,,,,,
배추찜,요리이름,요리명,요리명,,,,,,
배추전,요리이름,요리명,요리명,,,,,,
배추만두,요리이름,요리명,요리명,,,,,,
배추된장국,요리이름,요리명,요리명,,,,,,
배추김치,요리이름,요리명,요리명,,,,,,
배추국,요리이름,요리명,요리명,,,,,,
밥전,요리이름,요리명,요리명,,,,,,
밥없는김밥,요리이름,요리명,요리명,,,,,,
밥만두,요리이름,요리명,요리명,,,,,,
밥도그,요리이름,요리명,요리명,,,,,,
바지락해장국,요리이름,요리명,요리명,,,,,,
바지락볶음,요리이름,요리명,요리명,,,,,,
바베큐,요리이름,요리명,요리명,,,,,,
바닐라 아이스크림,요리이름,요리명,요리명,,,,,,
바나나토스트,요리이름,요리명,요리명,,,,,,
바나나브레드,요리이름,요리명,요리명,,,,,,
밀크티,요리이름,요리명,요리명,,,,,,
미역초무침,요리이름,요리명,요리명,,,,,,
미역전,요리이름,요리명,요리명,,,,,,
미역오이냉국,요리이름,요리명,요리명,,,,,,
미역냉국,요리이름,요리명,요리명,,,,,,
미역국,요리이름,요리명,요리명,,,,,,
물만두,요리이름,요리명,요리명,,,,,,
물김치,요리이름,요리명,요리명,,,,,,
묵은지된장지짐,요리이름,요리명,요리명,,,,,,
묵은지김밥,요리이름,요리명,요리명,,,,,,
무조림,요리이름,요리명,요리명,,,,,,
무절임,요리이름,요리명,요리명,,,,,,
무생채김치,요리이름,요리명,요리명,,,,,,
무나물,요리이름,요리명,요리명,,,,,,
무김치,요리이름,요리명,요리명,,,,,,
목살조림,요리이름,요리명,요리명,,,,,,
모카번,요리이름,요리명,요리명,,,,,,
모닝빵샌드위치,요리이름,요리명,요리명,,,,,,
명절음식,요리이름,요리명,요리명,,,,,,
명절나물,요리이름,요리명,요리명,,,,,,
명란파스타,요리이름,요리명,요리명,,,,,,
멸치코인육수,요리이름,요리명,요리명,,,,,,
멸치칼국수,요리이름,요리명,요리명,,,,,,
멸치부추볶음,요리이름,요리명,요리명,,,,,,
멸치무침,요리이름,요리명,요리명,,,,,,
멸치깻잎찜,요리이름,요리명,요리명,,,,,,
멘보샤,요리이름,요리명,요리명,,,,,,
메추리알장조림,요리이름,요리명,요리명,,,,,,
메밀소바,요리이름,요리명,요리명,,,,,,
멍게비빔밥,요리이름,요리명,요리명,,,,,,
머핀,요리이름,요리명,요리명,,,,,,
매운탕,요리이름,요리명,요리명,,,,,,
매운돼지갈비찜,요리이름,요리명,요리명,,,,,,
매운갈비찜,요리이름,요리명,요리명,,,,,,
매실장아찌,요리이름,요리명,요리명,,,,,,
맛탕,요리이름,요리명,요리명,,,,,,
맛김치,요리이름,요리명,요리명,,,,,,
만두전골,요리이름,요리명,요리명,,,,,,
